"date","year","month","ENSO"
2007-08-01,2007,8,0.489093766456915
2007-09-01,2007,9,0.445290960799181
2007-10-01,2007,10,0.924915630009575
2007-11-01,2007,11,0.786837047061586
2007-12-01,2007,12,1.60837550137183
2008-01-01,2008,1,2.17523808306025
2008-02-01,2008,2,3.09809017947299
2008-03-01,2008,3,1.91389204446363
2008-04-01,2008,4,0.211360983776602
2008-05-01,2008,5,-0.405974569544335
2008-06-01,2008,6,0.185520538986898
2008-07-01,2008,7,-0.00460663237794628
2008-08-01,2008,8,1.17995920146885
2008-09-01,2008,9,1.80433261960202
2008-10-01,2008,10,1.98742192615464
2008-11-01,2008,11,1.58762960577258
2008-12-01,2008,12,1.63458364499898
2009-01-01,2009,1,1.5856862901508
2009-02-01,2009,2,2.30785441798034
2009-03-01,2009,3,0.626436951730009
2009-04-01,2009,4,0.462517923992316
2009-05-01,2009,5,-0.875410140373827
2009-06-01,2009,6,-0.379766425917184
2009-07-01,2009,7,-0.0953634772620845
2009-08-01,2009,8,-0.292528513439162
2009-09-01,2009,9,0.658107343385059
2009-10-01,2009,10,-0.891061486782629
2009-11-01,2009,11,-0.47089096963877
2009-12-01,2009,12,-0.736123639478951
2010-01-01,2010,1,-1.06081046138567
2010-02-01,2010,2,-1.10424556820596
2010-03-01,2010,3,-0.573780228525592
2010-04-01,2010,4,1.00511567767536
2010-05-01,2010,5,0.30211782866074
2010-06-01,2010,6,0.120971837729911
2010-07-01,2010,7,1.53400540057139
2010-08-01,2010,8,1.89508946448616
2010-09-01,2010,9,2.84572532131038
2010-10-01,2010,10,2.07623545541699
2010-11-01,2010,11,1.61383774939973
2010-12-01,2010,12,2.94982249814409
2011-01-01,2011,1,2.86610351807219
2011-02-01,2011,2,3.25339572561411
2011-03-01,2011,3,2.58012495263275
2011-04-01,2011,4,1.643564825433
2011-05-01,2011,5,0.0877258292905265
2011-06-01,2011,6,-0.00460663237794628
2011-07-01,2011,7,0.831007551556768
2011-08-01,2011,8,0.576331678934937
2011-09-01,2011,9,1.83405969563529
2011-10-01,2011,10,1.33137811636642
2011-11-01,2011,11,1.42019164562877
2011-12-01,2011,12,2.45612209930923
2012-01-01,2012,1,1.65023499140779
2012-02-01,2012,2,1.12523189975532
2012-03-01,2012,3,0.491877301188136
2012-04-01,2012,4,-0.446258442795953
2012-05-01,2012,5,-0.522939558055624
2012-06-01,2012,6,-0.930977661196799
2012-07-01,2012,7,-0.463485405989089
2012-08-01,2012,8,-0.0848066800437343
2012-09-01,2012,9,0.733212841860397
2012-10-01,2012,10,0.738307391050848
2012-11-01,2012,11,0.527066625249303
2012-12-01,2012,12,-0.610545169371094
2013-01-01,2013,1,0.24933384256899
2013-02-01,2013,2,0.244239293378538
2013-03-01,2013,3,1.66431072103225
2013-04-01,2013,4,-0.134071733729368
2013-05-01,2013,5,0.351015183508926
2013-06-01,2013,6,0.570869430907038
2013-07-01,2013,7,0.372128777945626
2013-08-01,2013,8,0.162831327765864
2013-09-01,2013,9,0.768034467084116
2013-10-01,2013,10,0.263777271030904
2013-11-01,2013,11,0.722288345804599
2013-12-01,2013,12,0.228587946969737
2014-01-01,2014,1,1.76877559670341
2014-02-01,2014,2,0.252852774975106
2014-03-01,2014,3,-0.851145312368458
2014-04-01,2014,4,0.288042099036273
2014-05-01,2014,5,0.255163789434336
2014-06-01,2014,6,-0.402455637138218
2014-07-01,2014,7,-0.365690696292717
2014-08-01,2014,8,-0.616847636508431
2014-09-01,2014,9,-0.053503987226132
2014-10-01,2014,10,-0.135647350513702
2014-11-01,2014,11,-0.608601853749312
2014-12-01,2014,12,-0.549515400520224
2015-01-01,2015,1,-0.560072197738573
2015-02-01,2015,2,0.919453381981676
2015-03-01,2015,3,-0.596469439746627
2015-04-01,2015,4,-0.233442060210074
2015-05-01,2015,5,-0.934496593602915
2015-06-01,2015,6,-1.06007506371077
2015-07-01,2015,7,-1.2779859954871
2015-08-01,2015,8,-1.28150492789322
2015-09-01,2015,9,-0.992007430047669
2015-10-01,2015,10,-0.88559923875473
2015-11-01,2015,11,-0.331236769906446
2015-12-01,2015,12,-0.914118396841111
2016-01-01,2016,1,-1.18602123265608
2016-02-01,2016,2,-1.6100783810435
2016-03-01,2016,3,0.204323118964368
2016-04-01,2016,4,-1.62730534423664
2016-05-01,2016,5,-0.119996004104901
2016-06-01,2016,6,0.110415040511561
2016-07-01,2016,7,0.162831327765864
2016-08-01,2016,8,0.584945160531505
2016-09-01,2016,9,1.62281892983375
2016-10-01,2016,10,-0.0624851676601476
2016-11-01,2016,11,-0.0382203396547785
2016-12-01,2016,12,0.25989063978734
2017-01-01,2017,1,0.552907070039007
2017-02-01,2017,2,0.415196185928465
2017-03-01,2017,3,0.999653429647465
2017-04-01,2017,4,-0.608601853749312
2017-05-01,2017,5,-0.0902689280716333
2017-06-01,2017,6,-0.843739748718777
2017-07-01,2017,7,0.57281274652882
2017-08-01,2017,8,0.527434324086751
2017-09-01,2017,9,1.20774296188034
2017-10-01,2017,10,1.13069414778322
2017-11-01,2017,11,0.870556027133491
2017-12-01,2017,12,-0.120363702942349
2018-01-01,2018,1,1.31341575549838
2018-02-01,2018,2,-0.123882635348466
2018-03-01,2018,3,1.35018069634389
2018-04-01,2018,4,0.18515284014945
2018-05-01,2018,5,0.152274530547514
2018-06-01,2018,6,-0.411069118734786
2018-07-01,2018,7,-0.163431110925188
2018-08-01,2018,8,-0.482655684804006
2018-09-01,2018,9,-0.599620673315296
2018-10-01,2018,10,0.848234514749904
2018-11-01,2018,11,0.162463628928416
2018-12-01,2018,12,0.985577700022998
2019-01-01,2019,1,0.476225954779335
2019-02-01,2019,2,-0.702877631039566
2019-03-01,2019,3,-0.193525885795904
2019-04-01,2019,4,-0.130552801323251
2019-05-01,2019,5,-0.72871807582927
2019-06-01,2019,6,-0.775672115055674
2019-07-01,2019,7,-0.555817867657561
2019-08-01,2019,8,0.0478096548763562
2019-09-01,2019,9,-0.358652831480484
2019-10-01,2019,10,0.035309542036224
2019-11-01,2019,11,-0.673150555006299
2019-12-01,2019,12,-0.387171989566865
2020-01-01,2020,1,0.825177604691421
2020-02-01,2020,2,0.483263819591569
2020-03-01,2020,3,0.158944696522299
2020-04-01,2020,4,0.024752744817874
2020-05-01,2020,5,0.26220165424657
2020-06-01,2020,6,-0.915326314787998
2020-07-01,2020,7,0.0720744828817252
2020-08-01,2020,8,1.05947528055145
2020-09-01,2020,9,1.43621069087502
2020-10-01,2020,10,0.750439805053532
2020-11-01,2020,11,0.975388601642096
2020-12-01,2020,12,2.02187585254091
2021-01-01,2021,1,2.52770866537845
2021-02-01,2021,2,1.81063508673936
2021-03-01,2021,3,0.512990895624836
2021-04-01,2021,4,0.0368851588205585
2021-05-01,2021,5,0.0771690320721764
2021-06-01,2021,6,0.0982826265088766
2021-07-01,2021,7,1.14319426062335
2021-08-01,2021,8,0.724599360263829
2021-09-01,2021,9,1.39787013324518
2021-10-01,2021,10,0.940566976418376
2021-11-01,2021,11,1.13930762937979
2021-12-01,2021,12,1.63458364499898
2022-01-01,2022,1,1.0536453336861
2022-02-01,2022,2,1.78988919114011
2022-03-01,2022,3,2.05512186098029
2022-04-01,2022,4,1.37833215559282
2022-05-01,2022,5,1.03484275370863
2022-06-01,2022,6,1.26525379832509
2022-07-01,2022,7,0.614672236564773
2022-08-01,2022,8,0.926858945631358
2022-09-01,2022,9,2.20727617355275
2022-10-01,2022,10,2.01168675416
